EOS space usage on 2018-07-19 10:21:45
    User      Used Physical     Used Logical    Avail Physical   Avail Logical    Used Files  Avail Files        Space/Files   
lpcgg                    19.36 TB         10.88 TB         20.00 TB         10.00 TB        85693      1000000    warning/ok
lpcsusystealth           21.62 TB         10.81 TB         46.66 TB         23.33 TB        79666      1000000    ok/ok
lpceg                    20.28 TB         10.14 TB         20.00 TB         10.00 TB        10020      1000000    exceeded/ok
lpctau                   20.00 TB         10.00 TB         20.00 TB         10.00 TB       214631      1000000    exceeded/ok
leptonjets               19.19 TB          9.59 TB         20.00 TB         10.00 TB        85684      1000000    warning/ok
lpcbtag                  18.91 TB          9.46 TB         40.00 TB         20.00 TB        20403      1000000    ok/ok
lpchzz4leptons           18.85 TB          9.43 TB         40.00 TB         20.00 TB         6190      1000000    ok/ok
smpjs                    18.17 TB          9.09 TB         20.00 TB         10.00 TB        53426      1000000    warning/ok
cmstestbeam              16.94 TB          8.47 TB         20.00 TB         10.00 TB        83464      1000000    ok/ok
lpctrig                  14.88 TB          8.38 TB         20.00 TB         10.00 TB       159387      1000000    ok/ok
lpclonglived             16.73 TB          8.37 TB         30.00 TB         15.00 TB        95456      1000000    ok/ok
lpcrutgers               16.05 TB          8.05 TB         20.00 TB         10.00 TB       199745      1000000    ok/ok
lpcjme                   10.30 TB          7.76 TB         20.00 TB         10.00 TB        96496      1000000    ok/ok
lpchgcal                 15.12 TB          7.56 TB         22.44 TB         11.22 TB        21637      1000000    ok/ok
tth                      13.99 TB          6.99 TB         20.00 TB         10.00 TB        38124      1000000    ok/ok
lpccsa14                 13.37 TB          6.68 TB         50.00 TB         25.00 TB        13364      1000000    ok/ok
lpchzg                   12.81 TB          6.41 TB         20.00 TB         10.00 TB        44744      1000000    ok/ok
hcal_upgrade             11.99 TB          6.00 TB         50.00 TB         25.00 TB        58274      1000000    ok/ok
lpcci2dileptons          10.65 TB          5.32 TB         40.00 TB         20.00 TB        64078      1000000    ok/ok
lpchscp                   4.89 TB          4.89 TB         20.00 TB         10.00 TB          427      1000000    ok/ok
lpcshaslik                8.18 TB          4.09 TB         21.99 TB         11.00 TB         3233      1000000    ok/ok
lpcqstar                  7.96 TB          3.98 TB         11.44 TB          5.72 TB        71678      1000000    ok/ok
lpchh                     7.51 TB          3.75 TB         20.00 TB         10.00 TB       145633      1000000    ok/ok
lpcjj                     7.17 TB          3.59 TB         20.00 TB         10.00 TB        11722      1000000    ok/ok
cmsjtmet                  7.15 TB          3.58 TB         20.00 TB         10.00 TB       261983      1000000    ok/ok
lpcecaltrig               6.28 TB          3.14 TB         20.00 TB         10.00 TB        45430      1000000    ok/ok
drberry                   6.21 TB          3.10 TB           0.00 B           0.00 B        87593            0    ignored/ignored
lpcsusyvbf                3.60 TB          1.80 TB          6.44 TB          3.22 TB          327      1000000    ok/ok
bam8                      1.10 TB        551.92 GB           0.00 B           0.00 B          854            0    ignored/ignored
lpcexohiggs             448.60 GB        224.30 GB         11.44 TB          5.72 TB       159777      1000000    ok/ok
burt                    365.02 GB        182.51 GB           0.00 B           0.00 B          870            0    ignored/ignored
lpcll                   269.99 GB        135.00 GB         20.00 TB         10.00 TB          925      1000000    ok/ok
lpcbprime                43.19 GB         43.19 GB         20.00 TB         10.00 TB        84537      1000000    ok/ok
lpcbril                  17.14 GB          8.57 GB         81.92 TB         40.96 TB            6      1000000    ok/ok
lpctrk                    1.59 GB        793.02 MB         20.00 TB         10.00 TB            1      1000000    ok/ok
gerard1                 293.15 MB        146.57 MB           0.00 B           0.00 B           44            0    ignored/ignored
burt/noreplica           11.14 KB         11.14 KB           0.00 B           0.00 B            5            0    ignored/ignored
b2g12006                   0.00 B           0.00 B         50.00 TB         25.00 TB            0      1000000    ok/ok
cms1                       0.00 B           0.00 B         20.00 TB         10.00 TB            0      1000000    ok/ok
cmsecalpi0                 0.00 B           0.00 B         20.00 TB         10.00 TB            0      1000000    ok/ok
cmsfnal                    0.00 B           0.00 B         20.00 TB         10.00 TB            0      1000000    ok/ok
cmsmuon                    0.00 B           0.00 B         20.00 TB         10.00 TB            0      1000000    ok/ok
cmspxl                     0.00 B           0.00 B         20.00 TB         10.00 TB            0      1000000    ok/ok
cmstb04                    0.00 B           0.00 B         20.00 TB         10.00 TB            0      1000000    ok/ok
cmsvbf                     0.00 B           0.00 B         20.00 TB         10.00 TB            0      1000000    ok/ok
ewkinogen                  0.00 B           0.00 B         20.00 TB         10.00 TB            0      1000000    ok/ok
higgstautau                0.00 B           0.00 B         20.00 TB         10.00 TB            0      1000000    ok/ok
icmstop                    0.00 B           0.00 B         20.00 TB         10.00 TB            0      1000000    ok/ok
lpcanex                    0.00 B           0.00 B         20.00 TB         10.00 TB            0      1000000    ok/ok
lpcbtagging                0.00 B           0.00 B         20.00 TB         10.00 TB            0      1000000    ok/ok
lpcfluka                   0.00 B           0.00 B         20.00 TB         10.00 TB            0      1000000    ok/ok
lpcjm                      0.00 B           0.00 B         20.00 TB         10.00 TB            0      1000000    ok/ok
lpclljm                    0.00 B           0.00 B         20.00 TB         10.00 TB            0      1000000    ok/ok
lpcmja                     0.00 B           0.00 B       1000.00 GB        500.00 GB            0      1000000    ok/ok
lpcsimu                    0.00 B           0.00 B         20.00 TB         10.00 TB            0      1000000    ok/ok
lumi                       0.00 B           0.00 B         20.00 TB         10.00 TB            0      1000000    ok/ok
monojet                    0.00 B           0.00 B         20.00 TB         10.00 TB            0      1000000    ok/ok
mu2e                       0.00 B           0.00 B          6.44 TB          3.22 TB            0      1000000    ok/ok
snowmass/replica           0.00 B           0.00 B        120.00 TB        120.00 TB            0            0    ok/ignored
